school_id,name,country,base_url,careers_link,ats_platform,confidence,notes,scraper_status
481,Wichita State University,US,https://www.wichita.edu/,https://wichita-state-university-careers.career-pages.com/jobs/search?query=,own website,high,OK-2hop:OK:10 [playwright],generic scraper
482,Southwestern College,US,https://www.sckans.edu/,https://www.sckans.edu/about/employment/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
483,Union College,US,https://www.unionky.edu/,https://www.unionky.edu/about/human-resources/employment-opportunities/faculty-positions,own website,medium,OK-2hop:OK:13,generic scraper
484,Berea College,US,https://www.berea.edu/,https://www.schooljobs.com/careers/berea?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:10,generic scraper
485,Western Kentucky University,US,https://www.wku.edu/,https://sso.interviewexchange.com/wku/sso.jsp,own website,high,OK-2hop:OK:6,generic scraper
487,Lindsey Wilson College,US,https://www.lindsey.edu/,https://lindsey.elluciancrmrecruit.com/Apply/Account/Create,own website,high,OK:7,generic scraper
488,Thomas More University,US,https://www.thomasmore.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4f8993d7-7486-4f03-a125-59b813eb0331&ccId=19000101_000001&lang=en_US,ADP,high,OK:10,adapter built
489,Centre College,US,https://www.centre.edu/,https://careers.centre.edu/channels/search-for-a-job/,own website,medium,OK-2hop:OK:7,generic scraper
491,Georgetown College,US,https://www.georgetowncollege.edu/,https://www.georgetowncollege.edu/careers-georgetown-college,own website,medium,OK-2hop:OK:3,generic scraper
493,Northern Kentucky University,US,https://www.nku.edu/,https://nku.wd108.myworkdayjobs.com/NKU_External,Workday,high,OK:8,adapter built
494,Transylvania University,US,https://www.transy.edu/,https://www.transy.edu/employment-opportunities/,own website,medium,OK-2hop:OK:3,generic scraper
495,University of Kentucky,US,https://www.uky.edu/,https://careers.uky.edu/careers/hr,own website,medium,OK-2hop:OK:8,generic scraper
496,Bellarmine University,US,https://www.bellarmine.edu/,https://bellarmine.interviewexchange.com/static/clients/459BMM1/index.jsp,own website,high,OK-2hop:OK:8,generic scraper
497,Spalding University,US,https://www.spalding.edu/,https://spalding.edu/careers/,own website,medium,OK-2hop:OK:4,generic scraper
498,University of Louisville,US,https://www.louisville.edu/,https://cardinalcareers-csm.symplicity.com/,own website,high,OK:8,generic scraper
499,Midway University,US,https://www.midway.edu/,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=0360F3B5A2EC741788B51C99C6E17513&jpt=,own website,medium,OK:2,generic scraper
500,Morehead State University,US,https://www.moreheadstate.edu/,https://www.moreheadstate.edu/about-msu/leadership/administration/human-resources/careers,own website,medium,OK-2hop:OK:2,generic scraper
501,Murray State University,US,https://www.murraystate.edu/,https://www.murraystatejobs.com/postings/search,own website,medium,OK-2hop:OK:2,generic scraper
502,Brescia University,US,https://www.brescia.edu/,https://www.brescia.edu/employment/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
503,Kentucky Wesleyan College,US,https://kwc.edu/,https://kwc.edu/about-wesleyan/employment-opportunities/,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
504,University of Pikeville,US,https://www.upike.edu/,https://www.upike.edu/offices/human-resources/careers/,own website,medium,OK-2hop:OK:3,generic scraper
505,Alice Lloyd College,US,https://www.alc.edu/,https://alc.edu/special-learning-opportunities/,own website,medium,OK-2hop:OK:1,generic scraper
506,Eastern Kentucky University,US,https://www.eku.edu/,https://careers.eku.edu/jobs/search,own website,medium,OK:7,generic scraper
507,University of the Cumberlands,US,https://www.ucumberlands.edu/,https://www.myworkday.com/ucumberlands/,own website,high,OK:6,generic scraper
508,Asbury University,US,https://www.asbury.edu/,https://jobs.asbury.edu/,own website,medium,OK-2hop:OK:5,generic scraper
509,Louisiana State University-Alexandria,US,https://www.lsua.edu/,https://lsu.wd1.myworkdayjobs.com/LSU,Workday,high,OK-2hop:OK:8,adapter built
510,Louisiana State University and Agricultural & Mechanical College,US,https://www.lsu.edu/,https://lsu.wd1.myworkdayjobs.com/LSU,Workday,high,OK-2hop:OK:8,adapter built
513,Southeastern Louisiana University,US,https://www.southeastern.edu/,https://wd503.myworkday.com/ulsselu/,own website,high,OK:6,generic scraper
514,University of Louisiana at Lafayette,US,https://www.louisiana.edu/,https://louisiana.csod.com/ats/careersite/search.aspx?site=1&c=louisiana,Cornerstone OnDemand,high,OK-2hop:OK:8,adapter built
515,McNeese State University,US,https://www.mcneese.edu/,https://www.mcneese.edu/financial-aid/gainful-employment-disclosure-information/,own website,medium,OK-2hop:OK:2,generic scraper
516,University of Louisiana at Monroe,US,https://www.ulm.edu/,https://agency.governmentjobs.com/louisiana/default.cfm?&promotionaljobs=0&transfer=0&jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:6,generic scraper
517,Northwestern State University of Louisiana,US,https://www.nsula.edu/,https://www.governmentjobs.com/careers/louisiana/northwesternstate?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK:11,generic scraper
519,Loyola University New Orleans,US,https://www.loyno.edu/,https://www.governmentjobs.com/careers/loyno?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:11 [playwright],generic scraper
521,Tulane University of Louisiana,US,https://tulane.edu/,https://tulane-ibqejb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001,Oracle Cloud HCM,high,OK-2hop:OK:13,adapter built
522,University of Holy Cross,US,https://uhcno.edu/,https://uhcno.edu/hr/jobs/index.php,own website,medium,OK-2hop:OK:5,generic scraper
523,University of New Orleans,US,https://new.uno.edu/,https://www.uno.edu/careers,own website,high,playwright_failed:Error;hand-verified-sync,generic scraper
526,Louisiana Tech University,US,https://www.latech.edu/,https://ulsltu.wd1.myworkdayjobs.com/LATECHCareers,Workday,high,NO_MATCH [playwright];hand-verified-sync,adapter built
527,Centenary College of Louisiana,US,https://www.centenary.edu/,https://www.centenary.edu/directories/offices-services-directory/human-resources/job-opportunities/,own website,medium,OK-2hop:OK:4,generic scraper
528,Louisiana State University-Shreveport,US,https://www.lsus.edu/,https://lsus.edu2.com/topic/programsteps,own website,medium,OK-2hop:OK:2,generic scraper
529,Nicholls State University,US,https://www.nicholls.edu/,https://jobs.nicholls.edu,own website,medium,OK-2hop:OK:8,generic scraper
530,Amherst College,US,https://www.amherst.edu/,https://wd5.myworkday.com/amherst/d/home.htmld,own website,high,OK:6,generic scraper
531,Hampshire College,US,https://www.hampshire.edu/,https://www.hampshire.edu/offices/human-resources/employment-opportunities,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
532,University of Massachusetts-Amherst,US,https://www.umass.edu/,https://umassamherst.dc4.pageuppeople.com/,PageUp,high,OK-2hop:OK:6,generic scraper (verified working)
533,Endicott College,US,https://www.endicott.edu/,https://endicott.wd1.myworkdayjobs.com/Endicott,Workday,high,OK:8,adapter built
534,Boston University,US,https://www.bu.edu/,https://jobs.silkroad.com/BU/External,own website,medium,OK-2hop:OK:4,generic scraper
535,Cambridge College,US,https://www.cambridgecollege.edu/,https://www.cambridgecollege.edu/es/life-at-cc/career-life-planning-center,own website,medium,OK-2hop:OK:2,generic scraper
536,Emerson College,US,https://www.emerson.edu/,https://emerson.wd5.myworkdayjobs.com/en-US/Emerson_College_ft_faculty,Workday,high,OK-2hop:OK:11,adapter built
537,Emmanuel College,US,https://www.emmanuel.edu/,https://emmanuel.interviewexchange.com/static/clients/13EM1/listJobs.jsp;jsessionid=47B469F5FF02B2ECA11624165C411A0F,own website,high,OK:9,generic scraper
538,Fisher College,US,https://www.fisher.edu/,https://www.fisher.edu/careers,own website,medium,OK-2hop:OK:4,generic scraper
539,Northeastern University,US,https://www.northeastern.edu/,https://hr.northeastern.edu/careers/job-listings/,own website,medium,OK-2hop:OK:5,generic scraper
540,Simmons University,US,https://www.simmons.edu/,https://simmons.wd504.myworkdayjobs.com/Simmons-Careers,Workday,high,OK-2hop:OK:10,adapter built
541,Suffolk University,US,https://www.suffolk.edu/,https://suffolk.wd1.myworkdayjobs.com/External,Workday,high,OK-2hop:OK:6,adapter built
542,University of Massachusetts-Boston,US,https://www.umb.edu/,https://hr.umb.edu/employees/payroll/job-aids/,own website,medium,OK-2hop:OK:2,generic scraper
543,Wentworth Institute of Technology,US,https://wit.edu/,https://wit.wd1.myworkdayjobs.com/en-US/WIT/,Workday,high,OK:8,adapter built
544,Bridgewater State University,US,https://www.bridgew.edu/,https://careers.bridgew.edu/blog/2024/02/16/how-transparency-in-job-postings-improves-recruiting-outcomes/,own website,medium,OK-2hop:OK:8,generic scraper
546,Massachusetts Maritime Academy,US,https://www.maritime.edu/,https://www.maritime.edu/human-resources/employment-opportunities,own website,medium,OK-2hop:OK:4,generic scraper
547,Harvard University,US,https://www.harvard.edu/,https://hr.harvard.edu/careers,own website,medium,OK:5,generic scraper
548,Lesley University,US,https://www.lesley.edu/,https://lesley.edu/my-organizations-goals/recruit-talent/priority-job-matching-program,own website,medium,OK-2hop:OK:3,generic scraper
549,Massachusetts Institute of Technology,US,https://web.mit.edu/,https://hr.mit.edu/jobs,own website,medium,OK-2hop:OK:2,generic scraper
550,Boston College,US,https://www.bc.edu/,https://www.bc.edu/jobs,own website,medium,OK:4,generic scraper
551,College of Our Lady of the Elms,US,https://www.elms.edu/,https://www.elms.edu/about-elms/administrative-offices/human-resources/employment/,own website,medium,OK-2hop:OK:3,generic scraper
552,Nichols College,US,https://www.nichols.edu/,https://www.nichols.edu/offices/human-resources/,own website,medium,OK-2hop:OK:3,generic scraper
553,Stonehill College,US,https://www.stonehill.edu/,https://jobs.stonehill.edu/hr/sessions/new,own website,medium,OK:6,generic scraper
554,Fitchburg State University,US,https://www.fitchburgstate.edu/,https://jobs.fitchburgstate.edu,own website,medium,OK:7,generic scraper
555,Framingham State University,US,https://www.framingham.edu/,https://www.framingham.edu/about-fsu/careers-fsu,own website,medium,OK-2hop:OK:2,generic scraper
556,Dean College,US,https://www.dean.edu/,https://dean.interviewexchange.com/static/clients/546DCM1/index.jsp;jsessionid=B99AF4CBF8F48028C4C2A57CA7B22854;jsessionid=49F38EB85CB1939CD931C68B308F08D5;jsessionid=574D474F3F83E48CEF82024F83FD533A,own website,high,OK-2hop:OK:6,generic scraper
557,Bay Path University,US,https://www.baypath.edu/,https://www.paycomonline.net/v4/ats/web.php/portal/3A2948EF284B8722FEE42E01FB156C27/career-page,own website,medium,OK-2hop:OK:5,generic scraper
558,University of Massachusetts-Lowell,US,https://www.uml.edu/,https://www.uml.edu/academics/programs/?career=undergraduate&utm_source=home,own website,medium,OK:2,generic scraper
559,Tufts University,US,https://www.tufts.edu/,https://jobs.tufts.edu/jobs,own website,medium,OK-2hop:OK:7,generic scraper
560,Curry College,US,https://www.curry.edu/,https://www.curry.edu/about-us/community-resources/human-resources-and-employment/job-opportunities,own website,medium,OK-2hop:OK:6,generic scraper
561,Lasell University,US,https://www.lasell.edu/,https://www.lasell.edu/discover-lasell/employment/about-human-resources.html#nav,own website,medium,OK-2hop:OK:3,generic scraper
562,Massachusetts College of Liberal Arts,US,https://www.mcla.edu/,http://mcla.interviewexchange.com/,own website,high,OK:9,generic scraper
563,Merrimack College,US,https://www.merrimack.edu/,https://merrimack-advocate.symplicity.com/care_report/index.php/pid854103,own website,high,OK-2hop:OK:6,generic scraper
564,University of Massachusetts-Dartmouth,US,https://www.umassd.edu/,https://careers.umassd.edu,own website,medium,OK-2hop:OK:7,generic scraper
565,Smith College,US,https://www.smith.edu/,https://smithcollege.wd5.myworkdayjobs.com/smithcollege?q=dining,Workday,high,OK-2hop:OK:8,adapter built
566,Wheaton College (Massachusetts),US,https://www.wheatoncollege.edu/,https://www.wheatoncollege.edu/academics/life-and-career-design-institute/,own website,medium,OK-2hop:OK:2,generic scraper
567,Anna Maria College,US,https://www.annamaria.edu/,https://annamaria.edu/work-at-anna-maria/,own website,medium,OK-2hop:OK:2,generic scraper
569,Salem State University,US,https://www.salemstate.edu/,https://salem-state-university.career-pages.com/jobs/search,own website,high,OK-2hop:OK:14,generic scraper
570,Mount Holyoke College,US,https://www.mtholyoke.edu/,https://mtholyoke.wd504.myworkdayjobs.com/External,Workday,high,OK-2hop:OK:8,adapter built
571,American International College,US,https://www.aic.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4f7bf2c8-4d1c-459f-99e3-bc1939cfa417&ccId=9201445022114_2&lang=en_US,ADP,high,OK:9,adapter built
572,Springfield College,US,https://www.springfield.edu/,https://www.schooljobs.com/careers/springfieldcollege?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:11,generic scraper
573,Western New England University,US,https://wne.edu/,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=3C67A483237F6A324625AB95D568B0C1&fromClientSide=true,own website,medium,OK-2hop:OK:4,generic scraper
574,Bentley University,US,https://www.bentley.edu/,https://bentley.wd503.myworkdayjobs.com/faculty,Workday,high,OK-2hop:OK:11,adapter built
575,Brandeis University,US,https://www.brandeis.edu/,https://www.brandeis.edu/human-resources/careers/faculty-positions.html,own website,medium,OK-2hop:OK:9,generic scraper
576,Babson College,US,https://www.babson.edu/,https://entrepreneurship.babson.edu/career-outcomes-mba-class-2025/?share=linkedin,own website,medium,OK-2hop:OK:2,generic scraper
577,Wellesley College,US,https://www.wellesley.edu/,https://careereducation.wellesley.edu/career_exploration,own website,medium,OK-2hop:OK:2,generic scraper
579,Westfield State University,US,https://www.westfield.ma.edu/,https://careers.westfield.ma.edu/labor-market-insights/,own website,medium,OK-2hop:OK:7,generic scraper
580,Regis College,US,https://www.regiscollege.edu/,https://www.regiscollege.edu/about-regis/administrative-offices/department-human-resources/working-regis,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
581,Williams College,US,https://www.williams.edu/,https://employment.williams.edu/,own website,medium,OK:2 [playwright],generic scraper
582,Assumption University,US,https://www.assumption.edu/,https://recruiting.paylocity.com/recruiting/jobs/All/0ceaa085-bdf4-42db-8905-07c4a3c989e1/Assumption-University-Staff,own website,medium,OK-2hop:OK:6,generic scraper
583,Clark University,US,https://www.clarku.edu/,https://clarku.interviewexchange.com/static/clients/569CUM1/index.jsp,own website,high,OK-2hop:OK:6,generic scraper
584,College of the Holy Cross,US,https://www.holycross.edu/,https://holycross.wd12.myworkdayjobs.com/en-US/Careers/,Workday,high,OK-2hop:OK:11,adapter built
585,Worcester Polytechnic Institute,US,https://www.wpi.edu/,https://wpi.wd5.myworkdayjobs.com/WPI_External_Career_Site,Workday,high,OK-2hop:OK:6,adapter built
586,Worcester State University,US,https://www.worcester.edu/,https://worcester.interviewexchange.com/,own website,high,OK:8,generic scraper
587,University of Maryland Global Campus,US,https://www.umgc.edu/,https://careers.umgc.edu/faculty.html,own website,medium,OK-2hop:OK:14,generic scraper
589,Goucher College,US,https://www.goucher.edu/,https://goucher.wd1.myworkdayjobs.com/Goucher_Careers,Workday,high,OK-2hop:OK:6,adapter built
590,Johns Hopkins University,US,https://www.jhu.edu/,https://facultyjobs.jhu.edu,own website,medium,OK-2hop:OK:11 [playwright],generic scraper
591,Loyola University Maryland,US,https://www.loyola.edu/,https://loyola.wd5.myworkdayjobs.com/External,Workday,high,OK-2hop:OK:6,adapter built
593,Notre Dame of Maryland University,US,https://www.ndm.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=ac3ea3a3-1795-4ceb-80c1-668296dbec35&ccId=19000101_000001&lang=en_US,ADP,high,OK:9,adapter built
594,University of Baltimore,US,https://www.ubalt.edu/,https://marylandconnect.wd1.myworkdayjobs.com/UBaltCareers,Workday,high,OK:8,adapter built
595,University of Maryland-Baltimore County,US,https://umbc.edu/,https://facultyjobs.umbc.edu/cwfac/en-us/listing/,own website,medium,OK-2hop:OK:9,generic scraper
597,Washington College,US,https://www.washcoll.edu/,https://www.washcoll.edu/people_departments/offices/human-resources/employment/index.php,own website,medium,OK-2hop:OK:3,generic scraper
598,University of Maryland-College Park,US,https://www.umd.edu/,https://umd.wd1.myworkdayjobs.com/UMCP,Workday,high,OK-2hop:OK:8,adapter built
599,Mount St. Mary's University,US,https://msmary.edu/,https://inside.msmary.edu/more/human-resources/employment-opportunities/index.html#faculty-jobs,own website,medium,OK-2hop:OK:15,generic scraper
600,Hood College,US,https://www.hood.edu/,https://recruiting.ultipro.com/HOO1003HOODC/JobBoard/58a51caa-edd5-4489-a43e-478413a6c821/?q=&o=postedDateDesc This new address will ne,UKG/Ultipro,high,OK:9,adapter built
601,Frostburg State University,US,https://www.frostburg.edu/,https://marylandconnect.wd1.myworkdayjobs.com/FSU_Careers,Workday,high,OK:8,adapter built
602,Capitol Technology University,US,https://www.captechu.edu/,https://captechu-csm.symplicity.com/,own website,high,OK-2hop:OK:6,generic scraper
603,Stevenson University,US,https://www.stevenson.edu/,https://stevenson.peopleadmin.com/,PeopleAdmin,high,OK-2hop:OK:8,adapter built
605,Salisbury University,US,https://www.salisbury.edu/,https://marylandconnect.wd1.myworkdayjobs.com/SU_Careers,Workday,high,OK:8,adapter built
606,St. Mary's College of Maryland,US,https://www.smcm.edu/,https://apply.interfolio.com/190337,own website,high,OK-2hop:OK:6,generic scraper
609,Towson University,US,https://www.towson.edu/,https://towson.taleo.net/careersection/ex/jobsearch.ftl,Taleo,high,OK-2hop:OK:6,generic scraper (verified working)
610,McDaniel College,US,https://www.mcdaniel.edu/,https://mcdaniel.interviewexchange.com/static/clients/561MCM1/index.jsp,own website,high,OK:8,generic scraper
611,University of Maine at Augusta,US,https://www.uma.edu/,https://uma.careers.maine.edu/,own website,medium,OK:4,generic scraper
612,Husson University,US,https://www.husson.edu/,https://www.husson.edu/about/human-resources/index.html,own website,medium,OK-2hop:OK:3,generic scraper
613,University of New England,US,https://www.une.edu/,https://une.peopleadmin.com/,PeopleAdmin,high,OK:8,adapter built
614,Bowdoin College,US,https://www.bowdoin.edu/,https://careers.bowdoin.edu/postings/search?utf8=%E2%9C%93&query=&query_v0_posted_at_date=&435=&query_position_type_id%5B%5D=2&commit=Search,own website,medium,OK-2hop:OK:16,generic scraper
615,Maine Maritime Academy,US,https://mainemaritime.edu/,https://mainemaritime.edu/employment-at-mma/faculty-positions/,own website,medium,OK-2hop:OK:11,generic scraper
616,University of Maine at Farmington,US,https://www.umf.maine.edu/,#VALUE!,own website,high,OK:11 [playwright];hand-verified-sync,generic scraper
617,University of Maine at Fort Kent,US,https://www.umfk.maine.edu/,https://www.maine.edu/careers/,own website,high,playwright_failed:Error;hand-verified-sync,generic scraper
618,Bates College,US,https://www.bates.edu/,https://www.bates.edu/career/,own website,medium,OK-2hop:OK:2,generic scraper
619,University of Maine,US,https://www.umaine.edu/,https://fa-ewca-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?lastSelectedFacet=ORGANIZATIONS&mode=location&selectedOrganizationsFacet=300000014113612,Oracle Cloud HCM,high,OK-2hop:OK:9,adapter built
620,University of Southern Maine,US,https://usm.maine.edu/,https://usm.careers.maine.edu/,own website,medium,OK:5,generic scraper
621,University of Maine at Presque Isle,US,https://www.umpi.edu/,https://www.umpi.edu/human-resources/jobs-at-umpi/,own website,medium,OK-2hop:OK:3,generic scraper
622,Saint Joseph's College of Maine,US,https://www.sjcme.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f2ec343d-85b4-4d7e-8b95-cb8f7884af77&ccId=1046385866_1069&type=JS&lang=en_US,ADP,high,OK-2hop:OK:7,adapter built
623,Colby College,US,https://www.colby.edu/,https://www.colby.edu/people/offices-directory/human-resources/employment/academic-positions-available/,own website,medium,OK-2hop:OK:12 [playwright],generic scraper
624,Thomas College,US,https://www.thomas.edu/,https://recruiting.paylocity.com/recruiting/jobs/All/8755daac-bdc4-49b9-9a03-9f77f304512b/Thomas-College,own website,medium,OK:5,generic scraper
625,Adrian College,US,https://www.adrian.edu/,https://www.adrian.edu/academics/academics/career-planning/job-search,own website,medium,OK-2hop:OK:4,generic scraper
626,Siena Heights University,US,https://www.sienaheights.edu/,https://www.sienaheights.edu/past-syllabi-employment-and-financial-aid/,own website,medium,OK-2hop:OK:2,generic scraper
627,Albion College,US,https://www.albion.edu/,https://apply.interfolio.com/9409/positions,own website,high,OK-2hop:OK:8,generic scraper
628,Grand Valley State University,US,https://www.gvsu.edu/,https://gvsu.wd1.myworkdayjobs.com/careers,Workday,high,NO_MATCH [playwright];hand-verified-sync,adapter built
629,Alma College,US,https://www.alma.edu/,https://www.schooljobs.com/careers/alma/promotionaljobs?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:11,generic scraper
631,University of Michigan-Ann Arbor,US,https://umich.edu/,https://careers.umich.edu/search-jobs,own website,medium,OK-2hop:OK:5 [playwright],generic scraper
632,Andrews University,US,https://www.andrews.edu/,https://andrewsu-advocate.symplicity.com/care_report/index.php/pid627169,own website,high,OK:6,generic scraper
633,Ferris State University,US,https://www.ferris.edu/,https://jobs.ferris.edu/en-us/listing/,own website,medium,OK-2hop:OK:5,generic scraper
634,University of Michigan-Dearborn,US,https://umdearborn.edu/,https://careers.umich.edu/search-jobs,own website,medium,OK-2hop:OK:5 [playwright],generic scraper
635,University of Detroit Mercy,US,https://www.udmercy.edu/,https://www.udmercy.edu/faculty-staff/hr/jobs.php,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
636,Wayne State University,US,https://wayne.edu/,https://waynetalent.csod.com/ux/ats/careersite/2/home?c=waynetalent,Cornerstone OnDemand,high,OK-2hop:OK:8,adapter built
637,Michigan State University,US,https://www.msu.edu/,https://careers.msu.edu/homepage,own website,high,NO_MATCH [playwright];hand-verified-sync,generic scraper
638,Kettering University,US,https://www.kettering.edu/,https://www.kettering.edu/co-op-career-design,own website,medium,OK-2hop:OK:2,generic scraper
639,University of Michigan-Flint,US,https://www.umflint.edu/,https://careers.umich.edu/search-jobs,own website,medium,OK-2hop:OK:5 [playwright],generic scraper
640,Aquinas College,US,https://www.aquinas.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0d6a119c-4b29-473d-aa54-b44806014631&ccId=19000101_000001&lang=en_US,ADP,high,OK:9,adapter built
642,Cornerstone University,US,https://www.cornerstone.edu/,https://www.cornerstone.edu/about/employment/employment-applications/,own website,medium,OK-2hop:OK:4,generic scraper
643,Davenport University,US,https://www.davenport.edu/,https://post.davenport.edu/category/careers/,own website,medium,OK-2hop:OK:2,generic scraper
644,Kuyper College,US,https://www.kuyper.edu/,https://www.kuyper.edu/employment/,own website,medium,OK-2hop:OK:2,generic scraper
646,Hope College,US,https://www.hope.edu/,https://hope.edu/offices/boerigter-center/,own website,medium,OK-2hop:OK:2,generic scraper
647,Michigan Technological University,US,https://www.mtu.edu/,https://www.mtu.edu/career/on-campus-jobs/index.html,own website,medium,OK-2hop:OK:6,generic scraper
648,Cleary University,US,https://www.cleary.edu/,https://recruitingbypaycor.com/career/CareerHome.action?clientId=8a7883d096d0d55a019731393c7f56d9,own website,medium,OK-2hop:OK:3,generic scraper
649,Kalamazoo College,US,https://www.kzoo.edu/,https://provost.kzoo.edu/faculty-information/facultyjobs/?_gl=1*bwrqnp*_ga*Mjg4OTI5Nzk5LjE2MDk5ODgxODg.*_ga_2XRJV6H0DR*MTcwNzY4NzYyNi4yOC4xLjE3MDc2OTMzNzQuMC4wLjA.,own website,medium,OK-2hop:OK:9,generic scraper
650,Western Michigan University,US,https://wmich.edu/,https://wmich.edu/career/jobfairprep,own website,medium,OK-2hop:OK:4,generic scraper
651,Madonna University,US,https://www.madonna.edu/,https://www.madonna.edu/resources/human-resources/,own website,medium,OK-2hop:OK:3,generic scraper
652,Northern Michigan University,US,https://www.nmu.edu/,https://jobs.nmu.edu,own website,medium,OK:7,generic scraper
653,Northwood University,US,https://www.northwood.edu/,https://www.schooljobs.com/careers/northwoodu?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:9,generic scraper
654,Central Michigan University,US,https://www.cmich.edu/,https://www.jobs.cmich.edu/postings/search,own website,medium,OK-2hop:OK:2,generic scraper
655,The University of Olivet,US,https://www.uolivet.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=1e5bff11-ae4c-4b3c-a51f-a1212f1c4119&ccId=19000101_000001&type=MP&lang=en_US,ADP,high,OK-2hop:OK:7,adapter built
656,Baker College,US,https://www.baker.edu/,https://www.baker.edu/about/get-to-know-us/careers/,own website,medium,OK-2hop:OK:2,generic scraper
657,Oakland University,US,https://www.oakland.edu/,https://jobs.oakland.edu/postings/search,own website,medium,OK-2hop:OK:5,generic scraper
658,Rochester University,US,https://rochesteru.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4ec54663-0058-4347-9828-d4720a7524f4&ccId=19000101_000001&lang=en_US&selectedMenuKey=CareerCenter,ADP,high,playwright_failed:Error;hand-verified-sync,adapter built
659,Lake Superior State University,US,https://www.lssu.edu/,https://lssu.elluciancrmrecruit.com/Apply/Account/Create?f=74d097fd-e977-4014-8c74-57ea15a7d036&o=c32620df-99a6-4d73-825b-e072a3556b81&s=35d02c13-f240-e811-80d9-0a19abd13584&IsInquiry=True,own website,high,OK:7,generic scraper
660,Lawrence Technological University,US,https://www.ltu.edu/,https://ltu.edu/about/human-resources/job-openings/,own website,medium,OK-2hop:OK:3,generic scraper
661,Spring Arbor University,US,https://www.arbor.edu/,https://springarbor.edu/about/offices-and-schools/human-resources/careers.php,own website,medium,OK-2hop:OK:3,generic scraper
662,Walsh College,US,https://walshcollege.edu/,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=8B50A1FFE490890FFF138330679CB02A&fromClientSide=true,own website,medium,OK:4,generic scraper
663,Saginaw Valley State University,US,https://www.svsu.edu/,https://wd503.myworkday.com/svsu/d/home.htmld,own website,high,OK-2hop:OK:6,generic scraper
665,Eastern Michigan University,US,https://www.emich.edu/,https://secure.dc4.pageuppeople.com/apply/1092/aw/applicationForm/default.asp,PageUp,high,OK-2hop:OK:6 [playwright],generic scraper (verified working)
666,Bemidji State University,US,https://www.bemidjistate.edu/,https://minnstate.wd115.myworkdayjobs.com/Minnesota_State_Careers?Institution=a7c1912089511000d545d2b3d8c70002,Workday,not_found,NO_MATCH [playwright],adapter built
669,Saint Johns University,US,https://csbsju.edu/,https://www.schooljobs.com/careers/osb?jobType[0]=Faculty&sort=PositionTitle%7CAscending,own website,high,OK-2hop:OK:11,generic scraper
670,University of Minnesota-Crookston,US,https://crk.umn.edu/,https://crk.umn.edu/human-resources/employment,own website,medium,OK-2hop:OK:3,generic scraper
671,The College of Saint Scholastica,US,https://www.css.edu/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f49f191a-7524-465b-8442-e0768f85867a&ccId=31713375_2&lang=en_US,ADP,high,OK-2hop:OK:7,adapter built
672,University of Minnesota-Duluth,US,https://www.d.umn.edu/,https://hr.umn.edu/jobs/Applicant-Support/Veteran-Employment-Guidance,own website,medium,OK-2hop:OK:4,generic scraper
674,Minnesota State University-Mankato,US,https://mnsu.edu/,https://minnstate.wd115.myworkdayjobs.com/Minnesota_State_Careers?Institution=a7c1912089511000d545e0844e430004,Workday,high,OK-2hop:OK:6,adapter built
675,Southwest Minnesota State University,US,https://www.smsu.edu/,https://minnstate.wd115.myworkdayjobs.com/Minnesota_State_Careers?Institution=a7c1912089511000d545c27b54900000,Workday,medium,OK-2hop:OK:6,adapter built
676,Augsburg University,US,https://www.augsburg.edu/,https://careers.smartrecruiters.com/AugsburgUniversity-MinneapolisMN/faculty,SmartRecruiters,high,OK-2hop:OK:11,adapter built
